account_id,created_at,home_city,home_lat,home_lon,kyc_status,account_type,ring_id,label_class
acc_9b60dab0ba,2026-03-28 13:34:32.187309,Bengaluru,12.924753869088267,77.62840410791921,verified,business,,normal
acc_693a322c4c,2026-04-29 01:16:04.371455,Chennai,13.024043265456653,80.27645857671925,verified,individual,,normal
acc_e3ce655aba,2026-03-09 13:43:50.963114,Chennai,13.122312521390219,80.30573567276707,verified,individual,,normal
acc_6a4de6ee21,2026-02-05 21:03:44.587350,Patna,25.615158979380723,85.09889313230256,verified,business,,normal
acc_2a5db659a9,2025-11-26 20:33:40.494479,Chennai,13.08045108509071,80.26237286650698,verified,individual,,normal
acc_ce1bec02b9,2025-10-01 02:19:18.447236,Chennai,13.075739212519425,80.25140595395662,verified,individual,,normal
acc_b3a2b2405a,2026-04-14 09:22:24.846005,Patna,25.6126915590809,85.15700635148684,verified,individual,,normal
acc_c0b947ff2a,2026-01-06 16:36:55.843452,Bengaluru,12.948526003194976,77.55794357079965,verified,individual,,normal
acc_b57d539886,2026-03-18 18:48:54.844902,Patna,25.556255113650337,85.1004612065004,verified,individual,,normal
acc_28d5c2e466,2026-05-05 16:35:32.373142,Mumbai,19.100466408482216,72.84772208525727,verified,individual,,normal
acc_427882ebe4,2025-10-02 23:13:04.386317,Kolkata,22.611853548556226,88.37397187156643,verified,business,,normal
acc_a484077036,2026-03-31 08:00:32.493227,Delhi,28.71712339633739,77.1309364065693,verified,individual,,normal
acc_413f6b3abd,2025-09-02 15:47:46.415495,Hyderabad,17.356221718547598,78.4743062048997,verified,individual,,normal
acc_2661d59701,2026-04-21 13:47:24.954664,Patna,25.637716142098718,85.06179505533262,verified,individual,,normal
acc_be0673ac16,2025-08-03 22:34:04.621868,Hyderabad,17.417037233324002,78.52243636194594,verified,individual,,normal
acc_fb9fed46e3,2026-05-22 22:59:39.063281,Hyderabad,17.423647562218793,78.4780826880684,verified,individual,,normal
acc_79392e4669,2026-03-15 23:31:43.339703,Chennai,13.10509462811053,80.27711557369688,verified,individual,,normal
acc_a93510d55a,2025-12-15 06:24:57.814090,Bengaluru,12.978741427525978,77.622779747476,verified,individual,,normal
acc_bcb2af8c93,2026-04-06 10:30:06.001494,Delhi,28.6877462231277,77.08530459936945,verified,individual,,normal
acc_7ece44ca4f,2025-09-16 01:41:56.814418,Mumbai,19.05485575044132,72.8782627981409,verified,individual,,normal
acc_25b6362e8a,2026-03-04 18:00:27.696143,Patna,25.58966371691399,85.11853250846649,verified,individual,,normal
acc_bd0619bd31,2026-06-30 11:22:05.167063,Patna,25.528914753494455,85.07801893638045,verified,individual,,normal
acc_77fce20803,2026-04-26 10:57:27.726439,Patna,25.577065650718946,85.19612379719757,verified,individual,,normal
acc_c51468e67e,2025-08-27 05:15:03.591172,Pune,18.478345149549103,73.8474460559519,verified,individual,,normal
acc_f75fb642da,2026-02-14 14:57:02.618586,Mumbai,18.998192773730075,72.89726863259216,verified,individual,,normal
acc_0788ffe5c5,2026-04-05 09:49:27.784927,Patna,25.528962258811333,85.14084907692406,verified,individual,,normal
acc_13df19bde9,2025-08-22 23:27:56.218003,Delhi,28.776252202311753,77.0917182149787,verified,individual,,normal
acc_af4fda341b,2025-11-18 02:25:03.104671,Pune,18.530309760539268,73.91792466555137,verified,individual,,normal
acc_42d893cc04,2026-06-17 10:01:24.270853,Pune,18.46685211467014,73.82788236338965,verified,individual,,normal
acc_9c533b0b73,2025-08-01 02:17:20.332223,Bengaluru,12.909587110470436,77.62321040300965,verified,individual,,normal
acc_98401fcd40,2026-01-12 18:19:44.323468,Patna,25.60822224538064,85.17535344900426,verified,individual,,normal
acc_19e1235099,2026-01-08 02:07:46.909219,Patna,25.61276709158901,85.09302621080938,verified,individual,,normal
acc_c008fbeefe,2025-07-31 16:08:05.714089,Kolkata,22.553890213505422,88.33632807211443,verified,individual,,normal
acc_293dfbabf6,2026-02-05 16:23:16.594630,Delhi,28.711174259794834,77.09535428661988,verified,business,,normal
acc_8e09abb29a,2026-04-22 20:52:35.872098,Pune,18.51797736257575,73.93633648259369,verified,business,,normal
acc_0cd8df5299,2025-08-06 06:45:17.923036,Pune,18.49790920727301,73.8033241546659,verified,individual,,normal
acc_d70d83a55e,2025-11-13 14:01:24.120658,Hyderabad,17.34800060003494,78.52446978395209,verified,individual,,normal
